codigo_municipio,nome_municipio_ibge,uf,chave_nome_uf
3158300,Santana da Vargem,MG,Santana da Vargem (MG)
3158409,Santana de Cataguases,MG,Santana de Cataguases (MG)
3158508,Santana de Pirapama,MG,Santana de Pirapama (MG)
3158607,Santana do Deserto,MG,Santana do Deserto (MG)
3158706,Santana do Garambéu,MG,Santana do Garambéu (MG)
3158805,Santana do Jacaré,MG,Santana do Jacaré (MG)
3158904,Santana do Manhuaçu,MG,Santana do Manhuaçu (MG)
3158953,Santana do Paraíso,MG,Santana do Paraíso (MG)
3159001,Santana do Riacho,MG,Santana do Riacho (MG)
3159100,Santana dos Montes,MG,Santana dos Montes (MG)
3159209,Santa Rita de Caldas,MG,Santa Rita de Caldas (MG)
3159308,Santa Rita de Jacutinga,MG,Santa Rita de Jacutinga (MG)
3159357,Santa Rita de Minas,MG,Santa Rita de Minas (MG)
3159407,Santa Rita de Ibitipoca,MG,Santa Rita de Ibitipoca (MG)
3159506,Santa Rita do Itueto,MG,Santa Rita do Itueto (MG)
3159605,Santa Rita do Sapucaí,MG,Santa Rita do Sapucaí (MG)
3159704,Santa Rosa da Serra,MG,Santa Rosa da Serra (MG)
3159803,Santa Vitória,MG,Santa Vitória (MG)
3159902,Santo Antônio do Amparo,MG,Santo Antônio do Amparo (MG)
3160009,Santo Antônio do Aventureiro,MG,Santo Antônio do Aventureiro (MG)
3160108,Santo Antônio do Grama,MG,Santo Antônio do Grama (MG)
3160207,Santo Antônio do Itambé,MG,Santo Antônio do Itambé (MG)
3160306,Santo Antônio do Jacinto,MG,Santo Antônio do Jacinto (MG)
3160405,Santo Antônio do Monte,MG,Santo Antônio do Monte (MG)
3160454,Santo Antônio do Retiro,MG,Santo Antônio do Retiro (MG)
3160504,Santo Antônio do Rio Abaixo,MG,Santo Antônio do Rio Abaixo (MG)
3160603,Santo Hipólito,MG,Santo Hipólito (MG)
3160702,Santos Dumont,MG,Santos Dumont (MG)
3160801,São Bento Abade,MG,São Bento Abade (MG)
3160900,São Brás do Suaçuí,MG,São Brás do Suaçuí (MG)
3160959,São Domingos das Dores,MG,São Domingos das Dores (MG)
3161007,São Domingos do Prata,MG,São Domingos do Prata (MG)
3161056,São Félix de Minas,MG,São Félix de Minas (MG)
3161106,São Francisco,MG,São Francisco (MG)
3161205,São Francisco de Paula,MG,São Francisco de Paula (MG)
3161304,São Francisco de Sales,MG,São Francisco de Sales (MG)
3161403,São Francisco do Glória,MG,São Francisco do Glória (MG)
3161502,São Geraldo,MG,São Geraldo (MG)
3161601,São Geraldo da Piedade,MG,São Geraldo da Piedade (MG)
3161650,São Geraldo do Baixio,MG,São Geraldo do Baixio (MG)
3161700,São Gonçalo do Abaeté,MG,São Gonçalo do Abaeté (MG)
3161809,São Gonçalo do Pará,MG,São Gonçalo do Pará (MG)
3161908,São Gonçalo do Rio Abaixo,MG,São Gonçalo do Rio Abaixo (MG)
3162005,São Gonçalo do Sapucaí,MG,São Gonçalo do Sapucaí (MG)
3162104,São Gotardo,MG,São Gotardo (MG)
3162203,São João Batista do Glória,MG,São João Batista do Glória (MG)
3162252,São João da Lagoa,MG,São João da Lagoa (MG)
3162302,São João da Mata,MG,São João da Mata (MG)
3162401,São João da Ponte,MG,São João da Ponte (MG)
3162450,São João das Missões,MG,São João das Missões (MG)
3162500,São João del Rei,MG,São João del Rei (MG)
3162559,São João do Manhuaçu,MG,São João do Manhuaçu (MG)
3162575,São João do Manteninha,MG,São João do Manteninha (MG)
3162609,São João do Oriente,MG,São João do Oriente (MG)
3162658,São João do Pacuí,MG,São João do Pacuí (MG)
3162708,São João do Paraíso,MG,São João do Paraíso (MG)
3162807,São João Evangelista,MG,São João Evangelista (MG)
3162906,São João Nepomuceno,MG,São João Nepomuceno (MG)
3162922,São Joaquim de Bicas,MG,São Joaquim de Bicas (MG)
3162948,São José da Barra,MG,São José da Barra (MG)
3162955,São José da Lapa,MG,São José da Lapa (MG)
3163003,São José da Safira,MG,São José da Safira (MG)
3163102,São José da Varginha,MG,São José da Varginha (MG)
3163201,São José do Alegre,MG,São José do Alegre (MG)
3163300,São José do Divino,MG,São José do Divino (MG)
3163409,São José do Goiabal,MG,São José do Goiabal (MG)
3163508,São José do Jacuri,MG,São José do Jacuri (MG)
3163607,São José do Mantimento,MG,São José do Mantimento (MG)
3163706,São Lourenço,MG,São Lourenço (MG)
3163805,São Miguel do Anta,MG,São Miguel do Anta (MG)
3163904,São Pedro da União,MG,São Pedro da União (MG)
3164001,São Pedro dos Ferros,MG,São Pedro dos Ferros (MG)
3164100,São Pedro do Suaçuí,MG,São Pedro do Suaçuí (MG)
3164209,São Romão,MG,São Romão (MG)
3164308,São Roque de Minas,MG,São Roque de Minas (MG)
3164407,São Sebastião da Bela Vista,MG,São Sebastião da Bela Vista (MG)
3164431,São Sebastião da Vargem Alegre,MG,São Sebastião da Vargem Alegre (MG)
3164472,São Sebastião do Anta,MG,São Sebastião do Anta (MG)
3164506,São Sebastião do Maranhão,MG,São Sebastião do Maranhão (MG)
3164605,São Sebastião do Oeste,MG,São Sebastião do Oeste (MG)
3164704,São Sebastião do Paraíso,MG,São Sebastião do Paraíso (MG)
3164803,São Sebastião do Rio Preto,MG,São Sebastião do Rio Preto (MG)
3164902,São Sebastião do Rio Verde,MG,São Sebastião do Rio Verde (MG)
3165008,São Tiago,MG,São Tiago (MG)
3165107,São Tomás de Aquino,MG,São Tomás de Aquino (MG)
3165206,São Tomé das Letras,MG,São Tomé das Letras (MG)
3165305,São Vicente de Minas,MG,São Vicente de Minas (MG)
3165404,Sapucaí-Mirim,MG,Sapucaí-Mirim (MG)
3165503,Sardoá,MG,Sardoá (MG)
3165537,Sarzedo,MG,Sarzedo (MG)
3165552,Setubinha,MG,Setubinha (MG)
3165560,Sem-Peixe,MG,Sem-Peixe (MG)
3165578,Senador Amaral,MG,Senador Amaral (MG)
3165602,Senador Cortes,MG,Senador Cortes (MG)
3165701,Senador Firmino,MG,Senador Firmino (MG)
3165800,Senador José Bento,MG,Senador José Bento (MG)
3165909,Senador Modestino Gonçalves,MG,Senador Modestino Gonçalves (MG)
3166006,Senhora de Oliveira,MG,Senhora de Oliveira (MG)
3166105,Senhora do Porto,MG,Senhora do Porto (MG)
3166204,Senhora dos Remédios,MG,Senhora dos Remédios (MG)
3166303,Sericita,MG,Sericita (MG)
3166402,Seritinga,MG,Seritinga (MG)
3166501,Serra Azul de Minas,MG,Serra Azul de Minas (MG)
3166600,Serra da Saudade,MG,Serra da Saudade (MG)
3166709,Serra dos Aimorés,MG,Serra dos Aimorés (MG)
3166808,Serra do Salitre,MG,Serra do Salitre (MG)
3166907,Serrania,MG,Serrania (MG)
3166956,Serranópolis de Minas,MG,Serranópolis de Minas (MG)
3167004,Serranos,MG,Serranos (MG)
3167103,Serro,MG,Serro (MG)
3167202,Sete Lagoas,MG,Sete Lagoas (MG)
3167301,Silveirânia,MG,Silveirânia (MG)
3167400,Silvianópolis,MG,Silvianópolis (MG)
3167509,Simão Pereira,MG,Simão Pereira (MG)
3167608,Simonésia,MG,Simonésia (MG)
3167707,Sobrália,MG,Sobrália (MG)
3167806,Soledade de Minas,MG,Soledade de Minas (MG)
3167905,Tabuleiro,MG,Tabuleiro (MG)
3168002,Taiobeiras,MG,Taiobeiras (MG)
3168051,Taparuba,MG,Taparuba (MG)
3168101,Tapira,MG,Tapira (MG)
3168200,Tapiraí,MG,Tapiraí (MG)
3168309,Taquaraçu de Minas,MG,Taquaraçu de Minas (MG)
3168408,Tarumirim,MG,Tarumirim (MG)
3168507,Teixeiras,MG,Teixeiras (MG)
3168606,Teófilo Otoni,MG,Teófilo Otoni (MG)
3168705,Timóteo,MG,Timóteo (MG)
3168804,Tiradentes,MG,Tiradentes (MG)
3168903,Tiros,MG,Tiros (MG)
3169000,Tocantins,MG,Tocantins (MG)
3169059,Tocos do Moji,MG,Tocos do Moji (MG)
3169109,Toledo,MG,Toledo (MG)
3169208,Tombos,MG,Tombos (MG)
3169307,Três Corações,MG,Três Corações (MG)
3169356,Três Marias,MG,Três Marias (MG)
3169406,Três Pontas,MG,Três Pontas (MG)
3169505,Tumiritinga,MG,Tumiritinga (MG)
3169604,Tupaciguara,MG,Tupaciguara (MG)
3169703,Turmalina,MG,Turmalina (MG)
3169802,Turvolândia,MG,Turvolândia (MG)
3169901,Ubá,MG,Ubá (MG)
3170008,Ubaí,MG,Ubaí (MG)
3170057,Ubaporanga,MG,Ubaporanga (MG)
3170107,Uberaba,MG,Uberaba (MG)
3170206,Uberlândia,MG,Uberlândia (MG)
3170305,Umburatiba,MG,Umburatiba (MG)
3170404,Unaí,MG,Unaí (MG)
3170438,União de Minas,MG,União de Minas (MG)
3170479,Uruana de Minas,MG,Uruana de Minas (MG)
3170503,Urucânia,MG,Urucânia (MG)
3170529,Urucuia,MG,Urucuia (MG)
3170578,Vargem Alegre,MG,Vargem Alegre (MG)
3170602,Vargem Bonita,MG,Vargem Bonita (MG)
3170651,Vargem Grande do Rio Pardo,MG,Vargem Grande do Rio Pardo (MG)
3170701,Varginha,MG,Varginha (MG)
3170750,Varjão de Minas,MG,Varjão de Minas (MG)
3170800,Várzea da Palma,MG,Várzea da Palma (MG)
3170909,Varzelândia,MG,Varzelândia (MG)
3171006,Vazante,MG,Vazante (MG)
3171030,Verdelândia,MG,Verdelândia (MG)
3171071,Veredinha,MG,Veredinha (MG)
3171105,Veríssimo,MG,Veríssimo (MG)
3171154,Vermelho Novo,MG,Vermelho Novo (MG)
3171204,Vespasiano,MG,Vespasiano (MG)
3171303,Viçosa,MG,Viçosa (MG)
3171402,Vieiras,MG,Vieiras (MG)
3171501,Mathias Lobato,MG,Mathias Lobato (MG)
3171600,Virgem da Lapa,MG,Virgem da Lapa (MG)
3171709,Virgínia,MG,Virgínia (MG)
3171808,Virginópolis,MG,Virginópolis (MG)
3171907,Virgolândia,MG,Virgolândia (MG)
3172004,Visconde do Rio Branco,MG,Visconde do Rio Branco (MG)
3172103,Volta Grande,MG,Volta Grande (MG)
3172202,Wenceslau Braz,MG,Wenceslau Braz (MG)
3200102,Afonso Cláudio,ES,Afonso Cláudio (ES)
3200136,Águia Branca,ES,Águia Branca (ES)
3200169,Água Doce do Norte,ES,Água Doce do Norte (ES)
3200201,Alegre,ES,Alegre (ES)
3200300,Alfredo Chaves,ES,Alfredo Chaves (ES)
3200359,Alto Rio Novo,ES,Alto Rio Novo (ES)
3200409,Anchieta,ES,Anchieta (ES)
3200508,Apiacá,ES,Apiacá (ES)
3200607,Aracruz,ES,Aracruz (ES)
3200706,Atílio Vivácqua,ES,Atílio Vivácqua (ES)
3200805,Baixo Guandu,ES,Baixo Guandu (ES)
3200904,Barra de São Francisco,ES,Barra de São Francisco (ES)
3201001,Boa Esperança,ES,Boa Esperança (ES)
3201100,Bom Jesus do Norte,ES,Bom Jesus do Norte (ES)
3201159,Brejetuba,ES,Brejetuba (ES)
3201209,Cachoeiro de Itapemirim,ES,Cachoeiro de Itapemirim (ES)
3201308,Cariacica,ES,Cariacica (ES)
3201407,Castelo,ES,Castelo (ES)
3201506,Colatina,ES,Colatina (ES)
3201605,Conceição da Barra,ES,Conceição da Barra (ES)
3201704,Conceição do Castelo,ES,Conceição do Castelo (ES)
3201803,Divino de São Lourenço,ES,Divino de São Lourenço (ES)
3201902,Domingos Martins,ES,Domingos Martins (ES)
3202009,Dores do Rio Preto,ES,Dores do Rio Preto (ES)
3202108,Ecoporanga,ES,Ecoporanga (ES)
3202207,Fundão,ES,Fundão (ES)
3202256,Governador Lindenberg,ES,Governador Lindenberg (ES)
3202306,Guaçuí,ES,Guaçuí (ES)
3202405,Guarapari,ES,Guarapari (ES)
3202454,Ibatiba,ES,Ibatiba (ES)
3202504,Ibiraçu,ES,Ibiraçu (ES)
3202553,Ibitirama,ES,Ibitirama (ES)
3202603,Iconha,ES,Iconha (ES)
3202652,Irupi,ES,Irupi (ES)
3202702,Itaguaçu,ES,Itaguaçu (ES)
3202801,Itapemirim,ES,Itapemirim (ES)
3202900,Itarana,ES,Itarana (ES)
3203007,Iúna,ES,Iúna (ES)
3203056,Jaguaré,ES,Jaguaré (ES)
3203106,Jerônimo Monteiro,ES,Jerônimo Monteiro (ES)
3203130,João Neiva,ES,João Neiva (ES)
3203163,Laranja da Terra,ES,Laranja da Terra (ES)
3203205,Linhares,ES,Linhares (ES)
3203304,Mantenópolis,ES,Mantenópolis (ES)
3203320,Marataízes,ES,Marataízes (ES)
3203346,Marechal Floriano,ES,Marechal Floriano (ES)
3203353,Marilândia,ES,Marilândia (ES)
3203403,Mimoso do Sul,ES,Mimoso do Sul (ES)
3203502,Montanha,ES,Montanha (ES)
3203601,Mucurici,ES,Mucurici (ES)
3203700,Muniz Freire,ES,Muniz Freire (ES)
3203809,Muqui,ES,Muqui (ES)
3203908,Nova Venécia,ES,Nova Venécia (ES)
3204005,Pancas,ES,Pancas (ES)
3204054,Pedro Canário,ES,Pedro Canário (ES)
3204104,Pinheiros,ES,Pinheiros (ES)
3204203,Piúma,ES,Piúma (ES)
3204252,Ponto Belo,ES,Ponto Belo (ES)
3204302,Presidente Kennedy,ES,Presidente Kennedy (ES)
3204351,Rio Bananal,ES,Rio Bananal (ES)
3204401,Rio Novo do Sul,ES,Rio Novo do Sul (ES)
3204500,Santa Leopoldina,ES,Santa Leopoldina (ES)
3204559,Santa Maria de Jetibá,ES,Santa Maria de Jetibá (ES)
3204609,Santa Teresa,ES,Santa Teresa (ES)
3204658,São Domingos do Norte,ES,São Domingos do Norte (ES)
3204708,São Gabriel da Palha,ES,São Gabriel da Palha (ES)
3204807,São José do Calçado,ES,São José do Calçado (ES)
3204906,São Mateus,ES,São Mateus (ES)
3204955,São Roque do Canaã,ES,São Roque do Canaã (ES)
3205002,Serra,ES,Serra (ES)
3205010,Sooretama,ES,Sooretama (ES)
3205036,Vargem Alta,ES,Vargem Alta (ES)
3205069,Venda Nova do Imigrante,ES,Venda Nova do Imigrante (ES)
3205101,Viana,ES,Viana (ES)
3205150,Vila Pavão,ES,Vila Pavão (ES)
3205176,Vila Valério,ES,Vila Valério (ES)
3205200,Vila Velha,ES,Vila Velha (ES)
3205309,Vitória,ES,Vitória (ES)
3300100,Angra dos Reis,RJ,Angra dos Reis (RJ)
3300159,Aperibé,RJ,Aperibé (RJ)
3300209,Araruama,RJ,Araruama (RJ)
3300225,Areal,RJ,Areal (RJ)
3300233,Armação dos Búzios,RJ,Armação dos Búzios (RJ)
3300258,Arraial do Cabo,RJ,Arraial do Cabo (RJ)
3300308,Barra do Piraí,RJ,Barra do Piraí (RJ)
3300407,Barra Mansa,RJ,Barra Mansa (RJ)
3300456,Belford Roxo,RJ,Belford Roxo (RJ)
3300506,Bom Jardim,RJ,Bom Jardim (RJ)
3300605,Bom Jesus do Itabapoana,RJ,Bom Jesus do Itabapoana (RJ)
3300704,Cabo Frio,RJ,Cabo Frio (RJ)
3300803,Cachoeiras de Macacu,RJ,Cachoeiras de Macacu (RJ)
3300902,Cambuci,RJ,Cambuci (RJ)
3300936,Carapebus,RJ,Carapebus (RJ)
3300951,Comendador Levy Gasparian,RJ,Comendador Levy Gasparian (RJ)
3301009,Campos dos Goytacazes,RJ,Campos dos Goytacazes (RJ)
3301108,Cantagalo,RJ,Cantagalo (RJ)
3301157,Cardoso Moreira,RJ,Cardoso Moreira (RJ)
3301207,Carmo,RJ,Carmo (RJ)
3301306,Casimiro de Abreu,RJ,Casimiro de Abreu (RJ)
3301405,Conceição de Macabu,RJ,Conceição de Macabu (RJ)
3301504,Cordeiro,RJ,Cordeiro (RJ)
3301603,Duas Barras,RJ,Duas Barras (RJ)
3301702,Duque de Caxias,RJ,Duque de Caxias (RJ)
3301801,Engenheiro Paulo de Frontin,RJ,Engenheiro Paulo de Frontin (RJ)
3301850,Guapimirim,RJ,Guapimirim (RJ)
3301876,Iguaba Grande,RJ,Iguaba Grande (RJ)
3301900,Itaboraí,RJ,Itaboraí (RJ)
3302007,Itaguaí,RJ,Itaguaí (RJ)
3302056,Italva,RJ,Italva (RJ)
3302106,Itaocara,RJ,Itaocara (RJ)
3302205,Itaperuna,RJ,Itaperuna (RJ)
3302254,Itatiaia,RJ,Itatiaia (RJ)
3302270,Japeri,RJ,Japeri (RJ)
3302304,Laje do Muriaé,RJ,Laje do Muriaé (RJ)
3302403,Macaé,RJ,Macaé (RJ)
3302452,Macuco,RJ,Macuco (RJ)
3302502,Magé,RJ,Magé (RJ)
3302601,Mangaratiba,RJ,Mangaratiba (RJ)
3302700,Maricá,RJ,Maricá (RJ)
3302809,Mendes,RJ,Mendes (RJ)
3302858,Mesquita,RJ,Mesquita (RJ)
3302908,Miguel Pereira,RJ,Miguel Pereira (RJ)
3303005,Miracema,RJ,Miracema (RJ)
3303104,Natividade,RJ,Natividade (RJ)
3303203,Nilópolis,RJ,Nilópolis (RJ)
3303302,Niterói,RJ,Niterói (RJ)
3303401,Nova Friburgo,RJ,Nova Friburgo (RJ)
3303500,Nova Iguaçu,RJ,Nova Iguaçu (RJ)
3303609,Paracambi,RJ,Paracambi (RJ)
3303708,Paraíba do Sul,RJ,Paraíba do Sul (RJ)
3303807,Paraty,RJ,Paraty (RJ)
3303856,Paty do Alferes,RJ,Paty do Alferes (RJ)
3303906,Petrópolis,RJ,Petrópolis (RJ)
3303955,Pinheiral,RJ,Pinheiral (RJ)
3304003,Piraí,RJ,Piraí (RJ)
3304102,Porciúncula,RJ,Porciúncula (RJ)
3304110,Porto Real,RJ,Porto Real (RJ)
3304128,Quatis,RJ,Quatis (RJ)
3304144,Queimados,RJ,Queimados (RJ)
3304151,Quissamã,RJ,Quissamã (RJ)
3304201,Resende,RJ,Resende (RJ)
3304300,Rio Bonito,RJ,Rio Bonito (RJ)
3304409,Rio Claro,RJ,Rio Claro (RJ)
3304508,Rio das Flores,RJ,Rio das Flores (RJ)
3304524,Rio das Ostras,RJ,Rio das Ostras (RJ)
3304557,Rio de Janeiro,RJ,Rio de Janeiro (RJ)
3304607,Santa Maria Madalena,RJ,Santa Maria Madalena (RJ)
3304706,Santo Antônio de Pádua,RJ,Santo Antônio de Pádua (RJ)
3304755,São Francisco de Itabapoana,RJ,São Francisco de Itabapoana (RJ)
3304805,São Fidélis,RJ,São Fidélis (RJ)
3304904,São Gonçalo,RJ,São Gonçalo (RJ)
3305000,São João da Barra,RJ,São João da Barra (RJ)
3305109,São João de Meriti,RJ,São João de Meriti (RJ)
3305133,São José de Ubá,RJ,São José de Ubá (RJ)
3305158,São José do Vale do Rio Preto,RJ,São José do Vale do Rio Preto (RJ)
3305208,São Pedro da Aldeia,RJ,São Pedro da Aldeia (RJ)
3305307,São Sebastião do Alto,RJ,São Sebastião do Alto (RJ)
3305406,Sapucaia,RJ,Sapucaia (RJ)
3305505,Saquarema,RJ,Saquarema (RJ)
3305554,Seropédica,RJ,Seropédica (RJ)
3305604,Silva Jardim,RJ,Silva Jardim (RJ)
3305703,Sumidouro,RJ,Sumidouro (RJ)
3305752,Tanguá,RJ,Tanguá (RJ)
3305802,Teresópolis,RJ,Teresópolis (RJ)
3305901,Trajano de Moraes,RJ,Trajano de Moraes (RJ)
3306008,Três Rios,RJ,Três Rios (RJ)
3306107,Valença,RJ,Valença (RJ)
3306156,Varre-Sai,RJ,Varre-Sai (RJ)
3306206,Vassouras,RJ,Vassouras (RJ)
3306305,Volta Redonda,RJ,Volta Redonda (RJ)
3500105,Adamantina,SP,Adamantina (SP)
3500204,Adolfo,SP,Adolfo (SP)
3500303,Aguaí,SP,Aguaí (SP)
3500402,Águas da Prata,SP,Águas da Prata (SP)
3500501,Águas de Lindóia,SP,Águas de Lindóia (SP)
3500550,Águas de Santa Bárbara,SP,Águas de Santa Bárbara (SP)
3500600,Águas de São Pedro,SP,Águas de São Pedro (SP)
3500709,Agudos,SP,Agudos (SP)
3500758,Alambari,SP,Alambari (SP)
3500808,Alfredo Marcondes,SP,Alfredo Marcondes (SP)
3500907,Altair,SP,Altair (SP)
3501004,Altinópolis,SP,Altinópolis (SP)
3501103,Alto Alegre,SP,Alto Alegre (SP)
3501152,Alumínio,SP,Alumínio (SP)
3501202,Álvares Florence,SP,Álvares Florence (SP)
3501301,Álvares Machado,SP,Álvares Machado (SP)
3501400,Álvaro de Carvalho,SP,Álvaro de Carvalho (SP)
3501509,Alvinlândia,SP,Alvinlândia (SP)
3501608,Americana,SP,Americana (SP)
3501707,Américo Brasiliense,SP,Américo Brasiliense (SP)
3501806,Américo de Campos,SP,Américo de Campos (SP)
3501905,Amparo,SP,Amparo (SP)
3502002,Analândia,SP,Analândia (SP)
3502101,Andradina,SP,Andradina (SP)
3502200,Angatuba,SP,Angatuba (SP)
3502309,Anhembi,SP,Anhembi (SP)
3502408,Anhumas,SP,Anhumas (SP)
3502507,Aparecida,SP,Aparecida (SP)
3502606,Aparecida d'Oeste,SP,Aparecida d'Oeste (SP)
3502705,Apiaí,SP,Apiaí (SP)
3502754,Araçariguama,SP,Araçariguama (SP)
3502804,Araçatuba,SP,Araçatuba (SP)
3502903,Araçoiaba da Serra,SP,Araçoiaba da Serra (SP)
3503000,Aramina,SP,Aramina (SP)
3503109,Arandu,SP,Arandu (SP)
3503158,Arapeí,SP,Arapeí (SP)
3503208,Araraquara,SP,Araraquara (SP)
3503307,Araras,SP,Araras (SP)
3503356,Arco-Íris,SP,Arco-Íris (SP)
3503406,Arealva,SP,Arealva (SP)
3503505,Areias,SP,Areias (SP)
3503604,Areiópolis,SP,Areiópolis (SP)
3503703,Ariranha,SP,Ariranha (SP)
3503802,Artur Nogueira,SP,Artur Nogueira (SP)
3503901,Arujá,SP,Arujá (SP)
3503950,Aspásia,SP,Aspásia (SP)
3504008,Assis,SP,Assis (SP)
3504107,Atibaia,SP,Atibaia (SP)
3504206,Auriflama,SP,Auriflama (SP)
3504305,Avaí,SP,Avaí (SP)
3504404,Avanhandava,SP,Avanhandava (SP)
3504503,Avaré,SP,Avaré (SP)
3504602,Bady Bassitt,SP,Bady Bassitt (SP)
3504701,Balbinos,SP,Balbinos (SP)
3504800,Bálsamo,SP,Bálsamo (SP)
3504909,Bananal,SP,Bananal (SP)
3505005,Barão de Antonina,SP,Barão de Antonina (SP)
3505104,Barbosa,SP,Barbosa (SP)
3505203,Bariri,SP,Bariri (SP)
3505302,Barra Bonita,SP,Barra Bonita (SP)
3505351,Barra do Chapéu,SP,Barra do Chapéu (SP)
3505401,Barra do Turvo,SP,Barra do Turvo (SP)
3505500,Barretos,SP,Barretos (SP)
3505609,Barrinha,SP,Barrinha (SP)
3505708,Barueri,SP,Barueri (SP)
3505807,Bastos,SP,Bastos (SP)
3505906,Batatais,SP,Batatais (SP)
3506003,Bauru,SP,Bauru (SP)
3506102,Bebedouro,SP,Bebedouro (SP)
3506201,Bento de Abreu,SP,Bento de Abreu (SP)
3506300,Bernardino de Campos,SP,Bernardino de Campos (SP)
3506359,Bertioga,SP,Bertioga (SP)
3506409,Bilac,SP,Bilac (SP)
3506508,Birigui,SP,Birigui (SP)
3506607,Biritiba Mirim,SP,Biritiba Mirim (SP)
3506706,Boa Esperança do Sul,SP,Boa Esperança do Sul (SP)
3506805,Bocaina,SP,Bocaina (SP)
3506904,Bofete,SP,Bofete (SP)
3507001,Boituva,SP,Boituva (SP)
3507100,Bom Jesus dos Perdões,SP,Bom Jesus dos Perdões (SP)
3507159,Bom Sucesso de Itararé,SP,Bom Sucesso de Itararé (SP)
3507209,Borá,SP,Borá (SP)
3507308,Boracéia,SP,Boracéia (SP)
3507407,Borborema,SP,Borborema (SP)
3507456,Borebi,SP,Borebi (SP)
3507506,Botucatu,SP,Botucatu (SP)
3507605,Bragança Paulista,SP,Bragança Paulista (SP)
3507704,Braúna,SP,Braúna (SP)
3507753,Brejo Alegre,SP,Brejo Alegre (SP)
3507803,Brodowski,SP,Brodowski (SP)
3507902,Brotas,SP,Brotas (SP)
3508009,Buri,SP,Buri (SP)
3508108,Buritama,SP,Buritama (SP)
3508207,Buritizal,SP,Buritizal (SP)
3508306,Cabrália Paulista,SP,Cabrália Paulista (SP)
3508405,Cabreúva,SP,Cabreúva (SP)
3508504,Caçapava,SP,Caçapava (SP)
3508603,Cachoeira Paulista,SP,Cachoeira Paulista (SP)
3508702,Caconde,SP,Caconde (SP)
3508801,Cafelândia,SP,Cafelândia (SP)
3508900,Caiabu,SP,Caiabu (SP)
3509007,Caieiras,SP,Caieiras (SP)
3509106,Caiuá,SP,Caiuá (SP)
3509205,Cajamar,SP,Cajamar (SP)
3509254,Cajati,SP,Cajati (SP)
3509304,Cajobi,SP,Cajobi (SP)
3509403,Cajuru,SP,Cajuru (SP)
3509452,Campina do Monte Alegre,SP,Campina do Monte Alegre (SP)
3509502,Campinas,SP,Campinas (SP)
3509601,Campo Limpo Paulista,SP,Campo Limpo Paulista (SP)
3509700,Campos do Jordão,SP,Campos do Jordão (SP)
3509809,Campos Novos Paulista,SP,Campos Novos Paulista (SP)
3509908,Cananéia,SP,Cananéia (SP)
3509957,Canas,SP,Canas (SP)
3510005,Cândido Mota,SP,Cândido Mota (SP)
3510104,Cândido Rodrigues,SP,Cândido Rodrigues (SP)
3510153,Canitar,SP,Canitar (SP)
3510203,Capão Bonito,SP,Capão Bonito (SP)
3510302,Capela do Alto,SP,Capela do Alto (SP)
3510401,Capivari,SP,Capivari (SP)
3510500,Caraguatatuba,SP,Caraguatatuba (SP)
3510609,Carapicuíba,SP,Carapicuíba (SP)
3510708,Cardoso,SP,Cardoso (SP)
3510807,Casa Branca,SP,Casa Branca (SP)
3510906,Cássia dos Coqueiros,SP,Cássia dos Coqueiros (SP)
3511003,Castilho,SP,Castilho (SP)
3511102,Catanduva,SP,Catanduva (SP)
3511201,Catiguá,SP,Catiguá (SP)
3511300,Cedral,SP,Cedral (SP)
3511409,Cerqueira César,SP,Cerqueira César (SP)
3511508,Cerquilho,SP,Cerquilho (SP)
3511607,Cesário Lange,SP,Cesário Lange (SP)
3511706,Charqueada,SP,Charqueada (SP)
3511904,Clementina,SP,Clementina (SP)
3512001,Colina,SP,Colina (SP)
3512100,Colômbia,SP,Colômbia (SP)
3512209,Conchal,SP,Conchal (SP)
3512308,Conchas,SP,Conchas (SP)
3512407,Cordeirópolis,SP,Cordeirópolis (SP)
3512506,Coroados,SP,Coroados (SP)
3512605,Coronel Macedo,SP,Coronel Macedo (SP)
3512704,Corumbataí,SP,Corumbataí (SP)
3512803,Cosmópolis,SP,Cosmópolis (SP)
3512902,Cosmorama,SP,Cosmorama (SP)
3513009,Cotia,SP,Cotia (SP)
3513108,Cravinhos,SP,Cravinhos (SP)
3513207,Cristais Paulista,SP,Cristais Paulista (SP)
3513306,Cruzália,SP,Cruzália (SP)
3513405,Cruzeiro,SP,Cruzeiro (SP)
3513504,Cubatão,SP,Cubatão (SP)
3513603,Cunha,SP,Cunha (SP)
3513702,Descalvado,SP,Descalvado (SP)
3513801,Diadema,SP,Diadema (SP)
3513850,Dirce Reis,SP,Dirce Reis (SP)
3513900,Divinolândia,SP,Divinolândia (SP)
3514007,Dobrada,SP,Dobrada (SP)
3514106,Dois Córregos,SP,Dois Córregos (SP)
3514205,Dolcinópolis,SP,Dolcinópolis (SP)
3514304,Dourado,SP,Dourado (SP)
3514403,Dracena,SP,Dracena (SP)
3514502,Duartina,SP,Duartina (SP)
3514601,Dumont,SP,Dumont (SP)
3514700,Echaporã,SP,Echaporã (SP)
3514809,Eldorado,SP,Eldorado (SP)
3514908,Elias Fausto,SP,Elias Fausto (SP)
3514924,Elisiário,SP,Elisiário (SP)
3514957,Embaúba,SP,Embaúba (SP)
3515004,Embu das Artes,SP,Embu das Artes (SP)
3515103,Embu-Guaçu,SP,Embu-Guaçu (SP)
3515129,Emilianópolis,SP,Emilianópolis (SP)
