codigo_escola,NO_ENTIDADE,codigo_municipio,rank_municipio,n_escolas_confiaveis_municipio,segmento_comercial,rede_propria_poliedro,enem_media_geral,qtd_participantes_enem,indice_infra,QT_MAT_MED,score_destaque,produto_alvo,enem_media_geral_2024,qtd_participantes_enem_2024,enem_media_2anos,delta_enem_2025_2024
35802578,COLEGIO ARBOS - UNIDADE SAO BERNARDO DO CAMPO,3548708,3.0,33,Desafiante (2º-5º local),False,687.3654545454546,33.0,3.0,171.0,0.8171,Poliedro,686.2124324324325,37.0,686.756,1.1530221130220752
15038483,COLEGIO SAO PAULO,1501402,7.0,65,Outras posições,False,640.2922916666666,64.0,5.0,192.0,0.8166,Poliedro,641.0126086956521,46.0,640.5935151515151,-0.7203170289855052
53011074,COL MARISTA JOAO PAULO II,5300108,15.0,117,Outras posições,False,665.0466666666666,65.0,4.0,262.0,0.8166,Poliedro,638.5370909090909,55.0,652.8964444444445,26.509575757575703
35104917,SANTA CLARA COLEGIO,3550308,31.0,516,Outras posições,False,651.6766101694915,59.0,5.0,244.0,0.8165,Poliedro,638.7958823529412,34.0,646.9675268817203,12.880727816550234
31229865,C EDUC SAO TOMAS DE AQUINO,3144805,3.0,8,Desafiante (2º-5º local),False,655.3774999999999,24.0,4.0,85.0,0.8164,Poliedro,647.425806451613,31.0,650.8956363636363,7.95169354838697
33183139,INOVAR VEIGA DE ALMEIDA,3304557,51.0,344,Outras posições,False,640.264,10.0,5.0,56.0,0.8159,Poliedro,599.7423529411765,17.0,614.7503703703704,40.52164705882353
35809159,OBJETIVO DE SAO JOSE DO RIO PRETO COLEGIO,3549805,4.0,28,Desafiante (2º-5º local),False,669.0973333333333,30.0,3.0,110.0,0.8157,Poliedro,609.6976923076923,26.0,641.5189285714285,59.39964102564102
28017820,COLEGIO DO SALVADOR,2800308,7.0,43,Outras posições,False,664.8213333333333,25.0,4.0,123.0,0.8157,Poliedro,639.9271428571428,14.0,655.8849572649573,24.894190476190488
29353556,ESCOLA MONTEIRO LOBATO SC LTDA,2903201,1.0,6,Líder local,False,651.4105263157895,19.0,5.0,67.0,0.8156,Poliedro,613.5008695652174,23.0,630.6504761904762,37.90965675057214
28037723,NUCLEO AVANCADO DE ENSINO G8 LTDA,2800308,8.0,43,Outras posições,False,686.3105555555555,36.0,3.0,143.0,0.8153,Poliedro,683.7678571428571,28.0,685.198125,2.542698412698428
43023363,COLEGIO SAGRADO CORACAO DE JESUS,4302105,1.0,4,Líder local,False,645.6047272727274,55.0,5.0,209.0,0.8152,Poliedro,649.9758490566038,53.0,647.749814814815,-4.371121783876447
31041190,INST N SRA DO SAGRADO CORACAO,3122306,4.0,9,Desafiante (2º-5º local),False,664.5338461538462,13.0,4.0,78.0,0.8152,Poliedro,658.6859999999999,20.0,660.9896969696969,5.8478461538462625
53009940,COL PRESBITERIANO MACKENZIE - BRASILIA,5300108,16.0,117,Outras posições,False,651.1682539682539,63.0,5.0,275.0,0.8151,Poliedro,650.529375,96.0,650.7825157232703,0.6388789682539482
35100420,IMPERATRIZ LEOPOLDINA COLEGIO,3550308,32.0,516,Outras posições,False,650.9724,50.0,5.0,224.0,0.8149,Poliedro,642.6685714285715,63.0,646.3428318584072,8.30382857142854
23165901,COLEGIO MODULO,2307304,2.0,7,Desafiante (2º-5º local),False,644.0148666666666,100.0,5.0,280.0,0.8149,Poliedro,640.6533333333333,99.0,642.3425460636515,3.361533333333341
42028990,COLEGIO BOM JESUS DIOCESANO,4209300,1.0,5,Líder local,False,650.9183333333333,40.0,5.0,165.0,0.8146,Poliedro,633.9062365591398,31.0,643.4905164319248,17.012096774193537
33165998,COLEGIO PH,3303302,7.0,42,Outras posições,False,686.4499999999999,28.0,2.0,93.0,0.8143,Poliedro,698.5838461538461,52.0,694.337,-12.133846153846207
41131703,COLEGIO PASSIONISTA NOSSA SENHORA MENINA,4106902,8.0,69,Outras posições,False,650.8166666666667,28.0,5.0,93.0,0.8142,Poliedro,645.836,20.0,648.741388888889,4.980666666666707
35004369,COLEGIO PLANCK,3549904,3.0,27,Desafiante (2º-5º local),False,705.8138636363636,88.0,3.0,307.0,0.814,Poliedro,681.4313888888888,72.0,694.8417499999999,24.382474747474816
43119964,COLEGIO DOM ALBERTO,4316808,3.0,5,Desafiante (2º-5º local),False,639.8389743589744,13.0,5.0,56.0,0.814,Poliedro,635.2853333333334,15.0,637.3995238095239,4.553641025641014
33055947,COLEGIO SALESIANO SANTA ROSA,3303302,8.0,42,Outras posições,False,643.9246987951807,83.0,5.0,316.0,0.8139,Poliedro,637.7101010101011,99.0,640.5442307692309,6.214597785079604
52097587,COLEGIO ATRIO,5208707,14.0,68,Outras posições,False,650.807037037037,72.0,5.0,374.0,0.8138,Poliedro,660.7760919540231,58.0,655.2547692307692,-9.96905491698601
33159637,GRUPO EDUCACIONAL MOPI LTDA - UNIDADE ITANHANGA,3304557,52.0,344,Outras posições,False,654.9810526315789,19.0,4.0,87.0,0.8138,Poliedro,607.8447619047619,21.0,630.2344999999999,47.13629072681704
35441995,FOUR C BILINGUAL ACADEMY,3506003,2.0,20,Desafiante (2º-5º local),False,650.7317647058824,17.0,5.0,86.0,0.8137,Poliedro,649.7076923076924,13.0,650.288,1.0240723981900146
31123536,COLEGIO NOSSA SENHORA DAS GRACAS,3148004,1.0,5,Líder local,False,650.7261728395061,27.0,5.0,118.0,0.8135,Poliedro,669.3035294117647,34.0,661.0807650273224,-18.57735657225851
26122090,COLEGIO PRESBITERIANO AGNES ERSKINE,2611606,14.0,76,Outras posições,False,639.6625490196079,68.0,5.0,236.0,0.8132,Poliedro,622.7737931034483,58.0,631.8883597883598,16.888755916159653
35186429,EINSTEIN COLEGIO,3543402,6.0,38,Outras posições,False,663.7739233038349,113.0,4.0,459.0,0.8131,Poliedro,659.0742322097378,89.0,661.7032673267327,4.699691094097034
26193957,COLEGIO GGE,2611101,2.0,10,Desafiante (2º-5º local),False,656.2808163265306,49.0,4.0,220.0,0.8131,Poliedro,,,656.2808163265306,
35299789,ADV COLEGIO UNIDADE II,3525300,2.0,10,Desafiante (2º-5º local),False,655.5729411764705,34.0,4.0,158.0,0.8115,Poliedro,675.6038461538462,26.0,664.2529999999999,-20.030904977375712
50005405,COLEGIO MARISTA ALEXANDER FLEMING,5002704,3.0,31,Desafiante (2º-5º local),False,662.752972972973,74.0,4.0,277.0,0.8114,Poliedro,655.5445679012346,54.0,659.7119270833334,7.208405071738412
12010936,ESC CENTRO EDUCACIONAL E CULTURAL - META,1200401,3.0,10,Desafiante (2º-5º local),False,655.4070085470086,117.0,4.0,331.0,0.8113,Poliedro,641.9101030927835,97.0,649.2892523364486,13.496905454225043
31305235,COL POTENCIA,3118304,2.0,4,Desafiante (2º-5º local),False,649.8050000000001,44.0,5.0,130.0,0.811,Poliedro,618.213488372093,43.0,634.1908045977012,31.59151162790704
21500002,COLEGIO DOM BOSCO BALSAS,2101400,1.0,5,Líder local,False,660.349268292683,41.0,4.0,196.0,0.8105,Poliedro,651.089,40.0,655.7762962962963,9.260268292682895
22310762,CEV COLEGIO,2211001,16.0,52,Outras posições,False,669.9781526104418,83.0,2.0,278.0,0.8104,Poliedro,634.7185542168675,83.0,652.3483534136546,35.25959839357438
26108585,COLEGIO DIVINO MESTRE,2607901,2.0,22,Desafiante (2º-5º local),False,644.2056,25.0,5.0,103.0,0.8104,Poliedro,637.755,28.0,640.7977358490566,6.4506000000000085
35139178,COLEGIO ARBOS,3547809,2.0,36,Desafiante (2º-5º local),False,699.2955555555556,54.0,3.0,309.0,0.8101,Poliedro,685.2753333333333,70.0,691.3809139784946,14.020222222222287
24057096,COLEGIO NOSSA SENHORA DAS NEVES,2408102,13.0,48,Outras posições,False,644.0230379746836,79.0,5.0,271.0,0.8098,Poliedro,630.3827450980392,119.0,635.8250841750842,13.640292876644367
53019733,COL FLEMING ASA SUL,5300108,17.0,117,Outras posições,False,682.2047619047619,21.0,2.0,51.0,0.8095,Poliedro,667.2181333333334,50.0,671.6507981220657,14.986628571428469
52059383,COLEGIO ZENITE,5211503,1.0,5,Líder local,False,662.1175000000001,16.0,4.0,82.0,0.8095,Poliedro,686.8722222222221,18.0,675.2229411764706,-24.754722222222085
31170461,COLEGIO RESSURREICAO NOSSA SENHORA,3170206,6.0,21,Outras posições,False,661.9100000000001,10.0,4.0,29.0,0.8091,Poliedro,635.9988235294118,17.0,645.5955555555556,25.911176470588316
51028646,INST PRESBITERIANO EDUCACAO SIMONTON,5107958,1.0,4,Líder local,False,661.8644444444444,27.0,4.0,120.0,0.809,Poliedro,646.3539999999999,30.0,653.7010526315789,15.510444444444488
43043720,COLEGIO SAO JOSE,4305108,1.0,12,Líder local,False,643.934375,64.0,5.0,275.0,0.8087,Poliedro,653.796704980843,87.0,649.6166445916116,-9.862329980842901
42011620,COLEGIO SAO BENTO,4204608,2.0,11,Desafiante (2º-5º local),False,661.6150617283951,81.0,4.0,304.0,0.8084,Poliedro,661.9852736318409,67.0,661.7826576576578,-0.37021190344580646
25120298,CENTRO PESSOENSE DE EDUCACAO - COLEGIO MOTIVA,2507507,8.0,55,Outras posições,False,696.4284099616858,348.0,1.0,1186.0,0.8083,Poliedro,701.7106249999999,224.0,698.4969696969697,-5.282215038314121
35125441,EDUCATIVA INSTITUTO DE EDUCACAO E CULTURA,3548906,2.0,15,Desafiante (2º-5º local),False,669.8936,25.0,4.0,103.0,0.8082,Poliedro,678.6616216216216,37.0,675.1261290322581,-8.768021621621642
35142612,SINGULAR COLEGIO,3548708,4.0,33,Desafiante (2º-5º local),False,653.1620454545455,88.0,4.0,261.0,0.808,Poliedro,629.1690909090909,66.0,642.8793506493506,23.99295454545461
53015010,ESCOLA CANADENSE DE BRASILIA,5300108,18.0,117,Outras posições,False,654.8383333333333,12.0,4.0,94.0,0.808,Poliedro,608.9745454545455,11.0,632.9034782608695,45.863787878787775
35112902,RIO BRANCO COLEGIO,3509502,3.0,47,Desafiante (2º-5º local),False,648.4338235294117,68.0,5.0,278.0,0.8067,Poliedro,675.7802116402116,63.0,661.5851399491095,-27.34638811079992
35104711,ESCOLA ALEF PERETZ,3550308,33.0,516,Outras posições,False,660.7702666666668,50.0,4.0,183.0,0.8066,Poliedro,629.5758974358974,39.0,647.1008239700375,31.194369230769325
29277744,COLEGIO NOSSA SENHORA DE FATIMA - SACRAMENTINAS,2933307,2.0,14,Desafiante (2º-5º local),False,643.5203652968036,146.0,5.0,514.0,0.8066,Poliedro,647.7870866141733,127.0,645.5052503052502,-4.266721317369729
31378496,COLEGIO GENOMA II,3168606,1.0,4,Líder local,False,679.6507575757576,44.0,2.0,111.0,0.8063,Poliedro,680.5333333333333,33.0,680.0290043290042,-0.8825757575757507
29477271,CURSO E COLEGIO LEFFLER,2927408,11.0,90,Outras posições,False,678.2965217391304,46.0,3.0,128.0,0.8058,Poliedro,681.8895652173912,69.0,680.4523478260869,-3.5930434782608245
35004304,ESCOLA CONCEPT,3543402,7.0,38,Outras posições,False,665.0138461538462,13.0,3.0,59.0,0.8057,Poliedro,,,665.0138461538462,
24083550,CENTRO DE EDUCACAO INTEGRADA ZONA SUL LTDA,2403251,2.0,13,Desafiante (2º-5º local),False,641.7656716417911,67.0,5.0,276.0,0.8056,Poliedro,623.0138505747127,58.0,633.0648266666667,18.751821067078367
33063710,COLEGIO SANTO ANTONIO MARIA ZACCARIA,3304557,53.0,344,Outras posições,False,643.1833333333333,18.0,5.0,52.0,0.8053,Poliedro,661.2312499999999,16.0,651.6764705882352,-18.04791666666665
35170331,SAO CARLOS INSTITUTO EDUCACAO DE ENSINO FUNDAMENTAL E MEDIO,3548906,3.0,15,Desafiante (2º-5º local),False,660.3584,25.0,4.0,243.0,0.8052,Poliedro,683.3069230769231,26.0,672.0576470588236,-22.948523076923152
22144412,CENTRO EDUCACIONAL CONTEXTO,2207702,2.0,11,Desafiante (2º-5º local),False,664.9772549019608,51.0,3.0,173.0,0.8052,Poliedro,652.5654545454546,44.0,659.2286315789473,12.411800356506205
28031563,COLEGIO MAGNUS,2802908,1.0,6,Líder local,False,660.2406779661017,59.0,4.0,284.0,0.8048,Poliedro,665.7418279569893,62.0,663.0594490358127,-5.501149990887598
35430146,MAPLE BEAR CANADIAN SCHOOL MOGI DAS CRUZES,3530607,1.0,24,Líder local,False,677.904,10.0,3.0,67.0,0.8048,Poliedro,652.84,11.0,664.7752380952381,25.063999999999965
33100977,LICEU MOLIERE,3304557,54.0,344,Outras posições,False,648.0636363636363,11.0,5.0,125.0,0.8047,Poliedro,577.3272727272728,11.0,612.6954545454545,70.73636363636354
29093643,COLEGIO SANTO ANTONIO,2910800,4.0,21,Desafiante (2º-5º local),False,648.0166666666667,48.0,5.0,223.0,0.8046,Poliedro,641.8096296296296,36.0,645.356507936508,6.207037037037026
52097676,COLEGIO SIMBIOS,5208707,15.0,68,Outras posições,False,674.4309186351707,127.0,3.0,428.0,0.8044,Poliedro,685.4803111111111,150.0,680.4143441636581,-11.049392475940408
53019393,COL EVEREST BRASILIA II,5300108,19.0,117,Outras posições,False,652.0921637426901,57.0,4.0,185.0,0.8033,Poliedro,631.1507070707071,33.0,644.4136296296297,20.94145667198302
53007050,COL LA SALLE AGUAS CLARAS,5300108,19.0,117,Outras posições,False,647.6837908496733,102.0,5.0,347.0,0.8033,Poliedro,638.9617901234568,108.0,643.1981904761905,8.722000726216493
35141392,DRUMMOND COLEGIO,3534708,1.0,7,Líder local,False,700.1191666666667,24.0,2.0,65.0,0.8032,Poliedro,695.4833333333333,18.0,698.132380952381,4.63583333333338
35144034,GIBRAN KHALIL GIBRAN COLEGIO,3552809,1.0,12,Líder local,False,667.4784999999999,40.0,4.0,161.0,0.8031,Poliedro,667.0891891891891,37.0,667.2914285714286,0.3893108108107981
43216870,COLEGIO TOTEM SANTA MARIA,4316907,1.0,12,Líder local,False,666.1971428571428,21.0,3.0,83.0,0.803,Poliedro,657.7284848484849,33.0,661.0218518518518,8.46865800865794
35152729,PETROPOLIS COLEGIO,3548708,5.0,33,Desafiante (2º-5º local),False,659.2620792079208,101.0,4.0,309.0,0.8028,Poliedro,659.3820454545455,88.0,659.3179365079365,-0.11996624662469912
52109585,COLEGIO COPE NEXUS FILIAL,5201108,3.0,11,Desafiante (2º-5º local),False,692.0964285714286,28.0,3.0,104.0,0.8022,Poliedro,669.0519191919192,33.0,679.6297267759562,23.044509379509464
35112896,DOM BARRETO COLEGIO,3509502,4.0,47,Desafiante (2º-5º local),False,642.1259903381643,69.0,5.0,200.0,0.8022,Poliedro,642.6641379310345,58.0,642.3717585301837,-0.538147592870132
29480310,CENTRO EDUCACIONAL PLATAFORMA LTDA,2928703,1.0,6,Líder local,False,659.1446296296295,36.0,4.0,112.0,0.802,Poliedro,624.1041666666666,24.0,645.1284444444444,35.04046296296292
35004801,COLEGIO ANGLO SAO PAULO,3550308,34.0,516,Outras posições,False,677.174606741573,89.0,2.0,328.0,0.8017,Poliedro,,,677.174606741573,
15577740,E E F M ALVORADA,1504208,2.0,9,Desafiante (2º-5º local),False,646.245625,32.0,4.0,112.0,0.8017,Poliedro,640.05,26.0,643.468275862069,6.195625000000064
15172287,PHYSICS COLEGIO E CURSO,1501402,8.0,65,Outras posições,False,741.6864705882354,34.0,1.0,134.0,0.8011,Poliedro,621.7261111111111,36.0,679.9925714285715,119.96035947712426
26190451,COLEGIO GGE,2611606,15.0,76,Outras posições,False,676.2941158059468,213.0,3.0,586.0,0.8011,Poliedro,650.1923664122137,131.0,666.3542054263567,26.101749393733144
35140065,INSTITUTO EDUCACIONAL IGUATEMY ESCOLA DE EI EF E EM,3549904,4.0,27,Desafiante (2º-5º local),False,697.0335483870969,31.0,2.0,104.0,0.801,Poliedro,684.565625,32.0,690.7006349206349,12.467923387096903
35120637,PADRE ANCHIETA COLEGIO,3534401,2.0,31,Desafiante (2º-5º local),False,652.4505882352942,17.0,5.0,93.0,0.8009,Poliedro,623.3014814814815,27.0,634.5636363636363,29.149106753812703
13032020,LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE,1302603,6.0,49,Outras posições,False,651.6761666666666,40.0,4.0,203.0,0.8008,Poliedro,684.0430303030303,33.0,666.3077625570776,-32.36686363636363
35175572,POLIEDRO COLEGIO,3549904,5.0,27,Desafiante (2º-5º local),True,689.8837242128122,307.0,3.0,1009.0,0.8008,Poliedro,688.836564102564,260.0,689.403544973545,1.0471601102482282
31382655,COLEGIO GABARITO - UNIDADE II,3170107,4.0,13,Desafiante (2º-5º local),False,640.9443137254902,68.0,5.0,75.0,0.8007,Poliedro,667.9603225806452,124.0,658.3921527777778,-27.01600885515495
29472440,COLEGIO E CURSO GAUSS,2903201,2.0,6,Desafiante (2º-5º local),False,658.5865306122449,98.0,4.0,299.0,0.8004,Poliedro,666.2555172413793,58.0,661.4378205128205,-7.668986629134338
35499067,INSPIRE COLEGIO,3549904,6.0,27,Outras posições,False,666.4417021276596,47.0,4.0,222.0,0.8004,Poliedro,652.7173333333334,50.0,659.3672852233677,13.72436879432621
35140995,OBJETIVO JUNIOR COLEGIO,3554102,1.0,15,Líder local,False,696.3199999999999,31.0,2.0,102.0,0.8,Poliedro,688.59,14.0,693.9151111111112,7.7299999999999045
24057207,COMPLEXO EDUC HENRIQUE CASTRICIANO,2408102,14.0,48,Outras posições,False,636.503,60.0,5.0,154.0,0.8,Poliedro,661.9534615384616,52.0,648.3192857142858,-25.45046153846158
29342872,COLEGIO GENESIS,2910800,5.0,21,Desafiante (2º-5º local),False,658.4970666666667,75.0,4.0,256.0,0.7999,Poliedro,656.6793103448275,87.0,657.5208641975308,1.8177563218391697
35439599,PARQUE ECOLOGICO INSTITUTO EDUCACIONAL,3520509,2.0,12,Desafiante (2º-5º local),False,675.1053333333333,60.0,3.0,217.0,0.7999,Poliedro,667.2421052631579,57.0,671.2745299145299,7.86322807017541
31105902,COL N SRA DAS DORES,3131703,3.0,6,Desafiante (2º-5º local),False,641.7296296296297,27.0,5.0,143.0,0.7999,Poliedro,633.5273015873016,21.0,638.1411111111112,8.202328042328077
27226115,COLEGIO MARIA MONTESSORI,2704302,5.0,63,Desafiante (2º-5º local),False,652.4950684931507,73.0,4.0,254.0,0.7999,Poliedro,643.9679411764706,68.0,648.382695035461,8.527127316680094
31290157,COL CHROMOS PAMPULHA,3106200,36.0,110,Outras posições,False,656.5686666666667,90.0,4.0,549.0,0.7997,Poliedro,635.2194498381876,103.0,645.1750431778929,21.34921682847903
33147450,COLEGIO ANGLO AMERICANO,3306305,3.0,12,Desafiante (2º-5º local),False,647.0076923076923,13.0,5.0,96.0,0.7996,Poliedro,,,647.0076923076923,
53012941,COLEGIO CIMAN,5300108,21.0,117,Outras posições,False,640.6300483091787,69.0,5.0,271.0,0.7994,Poliedro,623.4297267759563,61.0,632.5591282051282,17.20032153322245
35126974,OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO,3530607,2.0,24,Desafiante (2º-5º local),False,730.297142857143,35.0,1.0,103.0,0.7993,Poliedro,735.8112195121951,41.0,733.2718421052632,-5.514076655052122
35388786,LICEU PORTINARI DE ENSINO MEDIO,3526902,1.0,15,Líder local,False,646.8820202020202,33.0,5.0,128.0,0.7992,Poliedro,639.1632380952381,35.0,642.9091176470588,7.7187821067821005
41127722,COLEGIO BOM JESUS ED INFANTIL ENSINO FUNDAMENTAL E MEDIO SEDE,4106902,9.0,69,Outras posições,False,646.758753894081,214.0,5.0,767.0,0.799,Poliedro,652.995824915825,198.0,649.7561812297733,-6.237071021743986
51094061,COLEGIO MAXI,5103403,3.0,27,Desafiante (2º-5º local),False,652.2927477477477,148.0,4.0,490.0,0.7989,Poliedro,655.7954913294798,173.0,654.1805192107995,-3.502743581732034
33066566,COLEGIO DA COMPANHIA DE SANTA TERESA DE JESUS RJ,3304557,55.0,344,Outras posições,False,636.3517948717949,39.0,5.0,136.0,0.7987,Poliedro,650.77,24.0,641.8444444444444,-14.418205128205045
29609607,COLEGIO PERFIL,2919207,2.0,8,Desafiante (2º-5º local),False,641.4872340425533,94.0,5.0,287.0,0.7986,Poliedro,646.5994117647059,68.0,643.6330864197531,-5.112177722152637
33111642,COLEGIO SANTA MONICA - TAQUARA,3304557,56.0,344,Outras posições,False,658.0307142857143,28.0,4.0,127.0,0.7986,Poliedro,647.58,32.0,652.457,10.450714285714298
31354600,COLEGIO BATISTA MINEIRO - UNIDADE ALPHAVILLE NOVA LIMA,3144805,4.0,8,Desafiante (2º-5º local),False,657.9550877192983,19.0,4.0,108.0,0.7983,Poliedro,658.2583333333333,12.0,658.0724731182795,-0.3032456140350632
22141251,INSTITUTO EDUCACIONAL SAO JOSE UNIDADE MOCAMBINHO,2211001,17.0,52,Outras posições,False,652.0964516129033,62.0,4.0,62.0,0.7983,Poliedro,,,652.0964516129033,
35102660,COLEGIO SANTO IVO,3550308,35.0,516,Outras posições,False,665.359696969697,22.0,4.0,109.0,0.798,Poliedro,652.316,25.0,658.421560283688,13.043696969696953
31004511,COLEGIO SANTA RITA DE CASSIA,3106200,37.0,110,Outras posições,False,657.7455813953488,43.0,4.0,130.0,0.7977,Poliedro,632.819349593496,41.0,645.5792063492064,24.92623180185285
31377759,COLEGUIUM - UNIDADE NOVA SUICA,3106200,37.0,110,Outras posições,False,661.694761904762,14.0,3.0,51.0,0.7977,Poliedro,666.23,10.0,663.5844444444446,-4.5352380952380145
29181801,COLEGIO ANTONIO VIEIRA,2927408,12.0,90,Outras posições,False,646.0367957746479,284.0,5.0,990.0,0.7971,Poliedro,650.6861092530658,299.0,648.4212635791881,-4.6493134784178665
15174476,COLEGIO INTEGRADO BELEM LTDA,1501402,9.0,65,Outras posições,False,644.6460215053764,62.0,4.0,236.0,0.7967,Poliedro,662.0590058479532,114.0,655.9248863636363,-17.412984342576806
35112768,FRANCISCANO AVE MARIA COLEGIO,3509502,5.0,47,Desafiante (2º-5º local),False,645.745,36.0,5.0,124.0,0.7965,Poliedro,610.7847619047619,14.0,635.9561333333334,34.96023809523808
33031410,COL STA ANGELA,3304201,1.0,8,Líder local,False,641.1260759493671,79.0,5.0,320.0,0.7964,Poliedro,635.6591967871486,83.0,638.3251440329218,5.466879162218447
35286527,PROGRESSAO COLEGIO,3538006,1.0,7,Líder local,False,672.6621052631579,19.0,3.0,84.0,0.7962,Poliedro,674.324126984127,21.0,673.5346666666667,-1.6620217209691646
43105084,COL LA SALLE SANTO ANTONIO,4314902,16.0,61,Outras posições,False,651.700594059406,101.0,4.0,376.0,0.7959,Poliedro,657.4232323232324,99.0,654.5333,-5.722638263826411
31343781,COLEGIO VALE DO SAPUCAI,3152501,4.0,10,Desafiante (2º-5º local),False,651.6799074074074,72.0,4.0,261.0,0.7957,Poliedro,655.445925925926,54.0,653.2939153439154,-3.7660185185185355
52054241,COLEGIO COOPEN,5218805,1.0,7,Líder local,False,640.9538888888889,24.0,5.0,188.0,0.7955,Poliedro,632.7475000000001,16.0,637.6713333333333,8.206388888888796
43210643,COLEGIO GABARITO CANOAS,4304606,1.0,10,Líder local,False,644.3430894308943,41.0,4.0,124.0,0.7955,Poliedro,630.0858156028369,47.0,636.7284090909092,14.257273828057464
33029490,COLEGIO VERBO DIVINO,3300407,1.0,4,Líder local,False,645.2125252525252,66.0,5.0,221.0,0.795,Poliedro,665.9825641025641,78.0,656.4629629629629,-20.770038850038873
35563006,ETAPA III COLEGIO,3550308,36.0,516,Outras posições,False,762.2793333333334,30.0,0.0,61.0,0.795,Poliedro,743.8776190476191,42.0,751.5450000000001,18.40171428571432
33166927,COLEGIO APROVADO,3302403,2.0,11,Desafiante (2º-5º local),False,671.885172413793,58.0,3.0,173.0,0.7948,Poliedro,658.2167708333334,64.0,664.7148633879781,13.668401580459658
27227189,COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA,2700300,3.0,15,Desafiante (2º-5º local),False,645.1627272727272,66.0,5.0,189.0,0.7945,Poliedro,631.8635616438356,73.0,638.178273381295,13.299165628891615
33149780,SISTEMA ELITE DE ENSINO,3304557,57.0,344,Outras posições,False,690.0099999999999,12.0,2.0,329.0,0.7939,Poliedro,731.0100000000001,12.0,710.5099999999999,-41.00000000000023
35185619,ATOMO COLEGIO,3541406,2.0,13,Desafiante (2º-5º local),False,671.0804347826087,46.0,3.0,169.0,0.7938,Poliedro,656.7169696969697,33.0,665.080506329114,14.36346508563895
22143459,CEV- COLEGIO UNIDADE 04,2211001,18.0,52,Outras posições,False,649.1135294117647,34.0,4.0,123.0,0.7934,Poliedro,660.2938775510204,49.0,655.7139759036144,-11.18034813925567
43121900,COLEGIO MARISTA SANTA MARIA,4316907,2.0,12,Desafiante (2º-5º local),False,640.5069565217391,23.0,5.0,74.0,0.7932,Poliedro,650.7345454545454,33.0,646.5339285714284,-10.22758893280627
31358428,COLEGUIUM - UNIDADE ALIPIO DE MELO,3106200,40.0,110,Outras posições,False,659.8189655172414,58.0,3.0,208.0,0.7931,Poliedro,661.2597948717948,65.0,660.5803794037939,-1.4408293545534434
35144952,ARGUMENTO COLEGIO,3550308,37.0,516,Outras posições,False,659.4363585434173,119.0,3.0,434.0,0.7926,Poliedro,649.5409855072463,115.0,654.573247863248,9.895373036171009
31220094,COL NACIONAL,3170206,7.0,21,Outras posições,False,656.0348370927318,133.0,4.0,333.0,0.7924,Poliedro,659.8693785310735,118.0,657.8375298804781,-3.8345414383417165
33175195,REDE AZ COLEGIO E CURSO UNIDADE LICENCIADA ILHA,3304557,58.0,344,Outras posições,False,682.1869565217391,23.0,1.0,67.0,0.7924,Poliedro,674.1693333333334,15.0,679.022105263158,8.017623188405764
42160383,COLEGIO AZ FLORIPA,4205407,1.0,30,Líder local,False,710.5575,56.0,1.0,123.0,0.7923,Poliedro,690.8092857142857,56.0,700.683392857143,19.74821428571431
33177627,COLEGIO PH,3304557,59.0,344,Outras posições,False,659.3002531645569,79.0,3.0,240.0,0.7923,Poliedro,664.9207843137254,51.0,661.5052307692307,-5.620531149168528
35579403,COLEGIO ELITECOL,3509502,6.0,47,Outras posições,False,688.4893333333333,75.0,2.0,251.0,0.7922,Poliedro,694.1046153846154,65.0,691.0964285714285,-5.615282051282065
29359287,COLEGIO PIRAMIDE,2919207,3.0,8,Desafiante (2º-5º local),False,644.3792592592594,27.0,5.0,121.0,0.7917,Poliedro,618.4929411764706,34.0,629.9508196721312,25.886318082788762
31244457,COLEGIO SANTA MARIA MINAS - UNIDADE NOVA SUICA,3106200,41.0,110,Outras posições,False,648.5789285714285,56.0,4.0,222.0,0.7915,Poliedro,647.8019047619048,84.0,648.1127142857143,0.7770238095237119
33027722,COLEGIO FRANCISCANO SAGRADO CORACAO DE JESUS,3300704,1.0,12,Líder local,False,643.6770588235295,34.0,4.0,108.0,0.7915,Poliedro,643.5151351351352,37.0,643.5926760563381,0.16192368839426763
50032100,COLEGIO BIONATUS II,5002704,4.0,31,Desafiante (2º-5º local),False,708.8142857142857,28.0,1.0,28.0,0.7914,Poliedro,728.7792857142857,28.0,718.7967857142856,-19.965000000000032
43173217,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO SANTA MONICA,4314407,3.0,10,Desafiante (2º-5º local),False,640.275,28.0,5.0,76.0,0.7913,Poliedro,645.4882758620689,29.0,642.9273684210526,-5.21327586206894
23025646,COLEGIO FARIAS BRITO SOBRALENSE,2312908,2.0,6,Desafiante (2º-5º local),False,638.9935922330096,103.0,5.0,264.0,0.7911,Poliedro,648.8578431372549,102.0,643.9016585365854,-9.864250904245296
29488591,COLEGIO ANCHIETA,2927408,13.0,90,Outras posições,False,708.3850000000001,12.0,1.0,55.0,0.7909,Poliedro,,,708.3850000000001,
