codigo_escola;NO_ENTIDADE;codigo_municipio;enem_media_geral;qtd_participantes_enem;QT_MAT_MED;indice_infra;score_destaque;produto_alvo
35112902;RIO BRANCO COLEGIO;3509502;648.4338235294117;68.0;278.0;5.0;0.8067;Poliedro
29277744;COLEGIO NOSSA SENHORA DE FATIMA - SACRAMENTINAS;2933307;643.5203652968036;146.0;514.0;5.0;0.8066;Poliedro
35104711;ESCOLA ALEF PERETZ;3550308;660.7702666666668;50.0;183.0;4.0;0.8066;Poliedro
31378496;COLEGIO GENOMA II;3168606;679.6507575757576;44.0;111.0;2.0;0.8063;Poliedro
29477271;CURSO E COLEGIO LEFFLER;2927408;678.2965217391304;46.0;128.0;3.0;0.8058;Poliedro
35004304;ESCOLA CONCEPT;3543402;665.0138461538462;13.0;59.0;3.0;0.8057;Poliedro
24083550;CENTRO DE EDUCACAO INTEGRADA ZONA SUL LTDA;2403251;641.7656716417911;67.0;276.0;5.0;0.8056;Poliedro
33063710;COLEGIO SANTO ANTONIO MARIA ZACCARIA;3304557;643.1833333333333;18.0;52.0;5.0;0.8053;Poliedro
22144412;CENTRO EDUCACIONAL CONTEXTO;2207702;664.9772549019608;51.0;173.0;3.0;0.8052;Poliedro
35170331;SAO CARLOS INSTITUTO EDUCACAO DE ENSINO FUNDAMENTAL E MEDIO;3548906;660.3584;25.0;243.0;4.0;0.8052;Poliedro
28031563;COLEGIO MAGNUS;2802908;660.2406779661017;59.0;284.0;4.0;0.8048;Poliedro
35430146;MAPLE BEAR CANADIAN SCHOOL MOGI DAS CRUZES;3530607;677.904;10.0;67.0;3.0;0.8048;Poliedro
33100977;LICEU MOLIERE;3304557;648.0636363636363;11.0;125.0;5.0;0.8047;Poliedro
29093643;COLEGIO SANTO ANTONIO;2910800;648.0166666666667;48.0;223.0;5.0;0.8046;Poliedro
52097676;COLEGIO SIMBIOS;5208707;674.4309186351707;127.0;428.0;3.0;0.8044;Poliedro
53019393;COL EVEREST BRASILIA II;5300108;652.0921637426901;57.0;185.0;4.0;0.8033;Poliedro
53007050;COL LA SALLE AGUAS CLARAS;5300108;647.6837908496733;102.0;347.0;5.0;0.8033;Poliedro
35141392;DRUMMOND COLEGIO;3534708;700.1191666666667;24.0;65.0;2.0;0.8032;Poliedro
35144034;GIBRAN KHALIL GIBRAN COLEGIO;3552809;667.4784999999999;40.0;161.0;4.0;0.8031;Poliedro
43216870;COLEGIO TOTEM SANTA MARIA;4316907;666.1971428571428;21.0;83.0;3.0;0.803;Poliedro
35152729;PETROPOLIS COLEGIO;3548708;659.2620792079208;101.0;309.0;4.0;0.8028;Poliedro
35112896;DOM BARRETO COLEGIO;3509502;642.1259903381643;69.0;200.0;5.0;0.8022;Poliedro
52109585;COLEGIO COPE NEXUS FILIAL;5201108;692.0964285714286;28.0;104.0;3.0;0.8022;Poliedro
29480310;CENTRO EDUCACIONAL PLATAFORMA LTDA;2928703;659.1446296296295;36.0;112.0;4.0;0.802;Poliedro
15577740;E E F M ALVORADA;1504208;646.245625;32.0;112.0;4.0;0.8017;Poliedro
35004801;COLEGIO ANGLO SAO PAULO;3550308;677.174606741573;89.0;328.0;2.0;0.8017;Poliedro
15172287;PHYSICS COLEGIO E CURSO;1501402;741.6864705882354;34.0;134.0;1.0;0.8011;Poliedro
26190451;COLEGIO GGE;2611606;676.2941158059468;213.0;586.0;3.0;0.8011;Poliedro
35140065;INSTITUTO EDUCACIONAL IGUATEMY ESCOLA DE EI EF E EM;3549904;697.0335483870969;31.0;104.0;2.0;0.801;Poliedro
35120637;PADRE ANCHIETA COLEGIO;3534401;652.4505882352942;17.0;93.0;5.0;0.8009;Poliedro
13032020;LAVINIENSE ENSINO INTEGRADO E CE PINGO DE GENTE;1302603;651.6761666666666;40.0;203.0;4.0;0.8008;Poliedro
35175572;POLIEDRO COLEGIO;3549904;689.8837242128122;307.0;1009.0;3.0;0.8008;Poliedro
31382655;COLEGIO GABARITO - UNIDADE II;3170107;640.9443137254902;68.0;75.0;5.0;0.8007;Poliedro
29472440;COLEGIO E CURSO GAUSS;2903201;658.5865306122449;98.0;299.0;4.0;0.8004;Poliedro
35499067;INSPIRE COLEGIO;3549904;666.4417021276596;47.0;222.0;4.0;0.8004;Poliedro
24057207;COMPLEXO EDUC HENRIQUE CASTRICIANO;2408102;636.503;60.0;154.0;5.0;0.8;Poliedro
35140995;OBJETIVO JUNIOR COLEGIO;3554102;696.3199999999999;31.0;102.0;2.0;0.8;Poliedro
27226115;COLEGIO MARIA MONTESSORI;2704302;652.4950684931507;73.0;254.0;4.0;0.7999;Poliedro
29342872;COLEGIO GENESIS;2910800;658.4970666666667;75.0;256.0;4.0;0.7999;Poliedro
31105902;COL N SRA DAS DORES;3131703;641.7296296296297;27.0;143.0;5.0;0.7999;Poliedro
35439599;PARQUE ECOLOGICO INSTITUTO EDUCACIONAL;3520509;675.1053333333333;60.0;217.0;3.0;0.7999;Poliedro
31290157;COL CHROMOS PAMPULHA;3106200;656.5686666666667;90.0;549.0;4.0;0.7997;Poliedro
33147450;COLEGIO ANGLO AMERICANO;3306305;647.0076923076923;13.0;96.0;5.0;0.7996;Poliedro
53012941;COLEGIO CIMAN;5300108;640.6300483091787;69.0;271.0;5.0;0.7994;Poliedro
35126974;OBJETIVO INTEGRADO DE MOGI DAS CRUZES COLEGIO;3530607;730.297142857143;35.0;103.0;1.0;0.7993;Poliedro
35388786;LICEU PORTINARI DE ENSINO MEDIO;3526902;646.8820202020202;33.0;128.0;5.0;0.7992;Poliedro
41127722;COLEGIO BOM JESUS ED INFANTIL ENSINO FUNDAMENTAL E MEDIO SEDE;4106902;646.758753894081;214.0;767.0;5.0;0.799;Poliedro
51094061;COLEGIO MAXI;5103403;652.2927477477477;148.0;490.0;4.0;0.7989;Poliedro
33066566;COLEGIO DA COMPANHIA DE SANTA TERESA DE JESUS RJ;3304557;636.3517948717949;39.0;136.0;5.0;0.7987;Poliedro
29609607;COLEGIO PERFIL;2919207;641.4872340425533;94.0;287.0;5.0;0.7986;Poliedro
33111642;COLEGIO SANTA MONICA - TAQUARA;3304557;658.0307142857143;28.0;127.0;4.0;0.7986;Poliedro
22141251;INSTITUTO EDUCACIONAL SAO JOSE UNIDADE MOCAMBINHO;2211001;652.0964516129033;62.0;62.0;4.0;0.7983;Poliedro
31354600;COLEGIO BATISTA MINEIRO - UNIDADE ALPHAVILLE NOVA LIMA;3144805;657.9550877192983;19.0;108.0;4.0;0.7983;Poliedro
35102660;COLEGIO SANTO IVO;3550308;665.359696969697;22.0;109.0;4.0;0.798;Poliedro
31004511;COLEGIO SANTA RITA DE CASSIA;3106200;657.7455813953488;43.0;130.0;4.0;0.7977;Poliedro
31377759;COLEGUIUM - UNIDADE NOVA SUICA;3106200;661.694761904762;14.0;51.0;3.0;0.7977;Poliedro
29181801;COLEGIO ANTONIO VIEIRA;2927408;646.0367957746479;284.0;990.0;5.0;0.7971;Poliedro
15174476;COLEGIO INTEGRADO BELEM LTDA;1501402;644.6460215053764;62.0;236.0;4.0;0.7967;Poliedro
35112768;FRANCISCANO AVE MARIA COLEGIO;3509502;645.745;36.0;124.0;5.0;0.7965;Poliedro
33031410;COL STA ANGELA;3304201;641.1260759493671;79.0;320.0;5.0;0.7964;Poliedro
35286527;PROGRESSAO COLEGIO;3538006;672.6621052631579;19.0;84.0;3.0;0.7962;Poliedro
43105084;COL LA SALLE SANTO ANTONIO;4314902;651.700594059406;101.0;376.0;4.0;0.7959;Poliedro
31343781;COLEGIO VALE DO SAPUCAI;3152501;651.6799074074074;72.0;261.0;4.0;0.7957;Poliedro
43210643;COLEGIO GABARITO CANOAS;4304606;644.3430894308943;41.0;124.0;4.0;0.7955;Poliedro
52054241;COLEGIO COOPEN;5218805;640.9538888888889;24.0;188.0;5.0;0.7955;Poliedro
33029490;COLEGIO VERBO DIVINO;3300407;645.2125252525252;66.0;221.0;5.0;0.795;Poliedro
35563006;ETAPA III COLEGIO;3550308;762.2793333333334;30.0;61.0;0.0;0.795;Poliedro
33166927;COLEGIO APROVADO;3302403;671.885172413793;58.0;173.0;3.0;0.7948;Poliedro
27227189;COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA;2700300;645.1627272727272;66.0;189.0;5.0;0.7945;Poliedro
33149780;SISTEMA ELITE DE ENSINO;3304557;690.0099999999999;12.0;329.0;2.0;0.7939;Poliedro
35185619;ATOMO COLEGIO;3541406;671.0804347826087;46.0;169.0;3.0;0.7938;Poliedro
22143459;CEV- COLEGIO UNIDADE 04;2211001;649.1135294117647;34.0;123.0;4.0;0.7934;Poliedro
43121900;COLEGIO MARISTA SANTA MARIA;4316907;640.5069565217391;23.0;74.0;5.0;0.7932;Poliedro
31358428;COLEGUIUM - UNIDADE ALIPIO DE MELO;3106200;659.8189655172414;58.0;208.0;3.0;0.7931;Poliedro
35144952;ARGUMENTO COLEGIO;3550308;659.4363585434173;119.0;434.0;3.0;0.7926;Poliedro
31220094;COL NACIONAL;3170206;656.0348370927318;133.0;333.0;4.0;0.7924;Poliedro
33175195;REDE AZ COLEGIO E CURSO UNIDADE LICENCIADA ILHA;3304557;682.1869565217391;23.0;67.0;1.0;0.7924;Poliedro
33177627;COLEGIO PH;3304557;659.3002531645569;79.0;240.0;3.0;0.7923;Poliedro
42160383;COLEGIO AZ FLORIPA;4205407;710.5575;56.0;123.0;1.0;0.7923;Poliedro
35579403;COLEGIO ELITECOL;3509502;688.4893333333333;75.0;251.0;2.0;0.7922;Poliedro
29359287;COLEGIO PIRAMIDE;2919207;644.3792592592594;27.0;121.0;5.0;0.7917;Poliedro
31244457;COLEGIO SANTA MARIA MINAS - UNIDADE NOVA SUICA;3106200;648.5789285714285;56.0;222.0;4.0;0.7915;Poliedro
33027722;COLEGIO FRANCISCANO SAGRADO CORACAO DE JESUS;3300704;643.6770588235295;34.0;108.0;4.0;0.7915;Poliedro
50032100;COLEGIO BIONATUS II;5002704;708.8142857142857;28.0;28.0;1.0;0.7914;Poliedro
43173217;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO SANTA MONICA;4314407;640.275;28.0;76.0;5.0;0.7913;Poliedro
23025646;COLEGIO FARIAS BRITO SOBRALENSE;2312908;638.9935922330096;103.0;264.0;5.0;0.7911;Poliedro
29488591;COLEGIO ANCHIETA;2927408;708.3850000000001;12.0;55.0;1.0;0.7909;Poliedro
43109330;SISTEMA EDUCACIONAL BOA VISTA;4314902;634.74;46.0;146.0;5.0;0.7909;Poliedro
21272921;INST EDUCACIONAL SUL MARANHENSE COC;2105302;643.4172;25.0;90.0;4.0;0.7907;Poliedro
31324663;SIC - ESCOLA PROFISSIONALIZANTE SANTO AGOSTINHO;3106200;648.4162241887905;113.0;531.0;4.0;0.7907;Poliedro
35113426;SAO JOSE COLEGIO;3526902;649.373076923077;26.0;130.0;5.0;0.7906;Poliedro
35118503;ALBERT SABIN ESCOLA DE ENSINO MEDIO;3543402;655.1941002949852;113.0;368.0;4.0;0.7902;Poliedro
22138544;INSTITUTO SANTO AGOSTINHO;2211001;638.7951724137931;29.0;114.0;5.0;0.7898;Poliedro
31004278;ESCOLA SANTO TOMAS DE AQUINO;3106200;642.9140350877193;38.0;136.0;5.0;0.7898;Poliedro
33195340;PB COLEGIO E CURSO;3304557;710.3366666666666;12.0;47.0;0.0;0.7895;Poliedro
33064024;EDEM;3304557;643.946;20.0;76.0;5.0;0.7893;Poliedro
21010064;UPAON EDUCACIONAL LTDA;2111300;634.2894444444444;72.0;283.0;5.0;0.7892;Poliedro
31005916;COLEGIO DO INSTITUTO PADRE MACHADO;3106200;638.678;20.0;55.0;5.0;0.7892;Poliedro
33064628;COLEGIO TTH BAR-ILAN;3304557;668.5020000000001;10.0;38.0;3.0;0.7892;Poliedro
35123419;COOPERATIVA DE ENSINO DE BIRIGUI;3506508;672.5045454545455;22.0;91.0;2.0;0.7891;Poliedro
13102192;LATO SENSU IV;1302603;668.9038461538462;26.0;96.0;2.0;0.7886;Poliedro
31074250;COLEGIO NOSSA SENHORA DO CARMO;3136702;638.4457142857142;35.0;130.0;5.0;0.7886;Poliedro
35105041;MARIA IMACULADA COLEGIO EEIFM;3550308;654.7724999999999;24.0;76.0;4.0;0.7881;Poliedro
33195463;COLEGIO SANT ANNA SEGMENTOS FINAIS LTDA;3300209;643.8442424242425;33.0;106.0;5.0;0.788;Poliedro
35139646;COLEGIO RIO BRANCO - UNIDADE GRANJA VIANNA;3513009;639.6533333333333;70.0;238.0;5.0;0.788;Poliedro
35561320;ALPHA LUMEN INSTITUTO;3549904;717.3279069767442;43.0;157.0;0.0;0.788;Poliedro
31377953;COLEGIO INTEGRADO UBERABA;3170107;638.1526923076924;52.0;271.0;5.0;0.7878;Poliedro
33021724;COL NS DAS DORES;3303401;647.6758823529411;34.0;138.0;4.0;0.7876;Poliedro
35158483;STOCKLER COLEGIO;3550308;684.8342105263158;38.0;111.0;2.0;0.7873;Poliedro
29093619;COLEGIO NOBRE DE FEIRA DE SANTANA;2910800;639.3804615384615;130.0;432.0;5.0;0.7872;Poliedro
31170534;COLEGIO PIRLIMPIMPIM SAO PASCHOALL;3170206;654.4735714285715;28.0;152.0;4.0;0.787;Poliedro
41131690;COLEGIO NOSSA SENHORA MEDIANEIRA;4106902;639.2889230769231;130.0;440.0;5.0;0.7867;Poliedro
52033830;COLEGIO SANTA CLARA;5208707;643.3780952380953;21.0;46.0;5.0;0.7866;Poliedro
43100031;COLEGIO SAO JOSE;4314407;643.3354054054054;74.0;243.0;5.0;0.7863;Poliedro
33196214;PB COLEGIO E CURSO;3303302;714.3877419354839;93.0;227.0;0.0;0.7861;Poliedro
35119982;JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO;3550308;667.1579874213837;53.0;199.0;3.0;0.7858;Poliedro
35151506;MIRANDA COLEGIO DE EIFM;3550308;653.846875;32.0;110.0;4.0;0.7857;Poliedro
33042462;CENTRO EDUC SERRA DOS ORGAOS;3305802;638.8955555555556;18.0;91.0;5.0;0.7853;Poliedro
42133114;COLEGIO DA LAGOA;4205407;643.13;16.0;61.0;5.0;0.7853;Poliedro
33180539;COLEGIO PH;3304557;657.1327659574467;94.0;230.0;3.0;0.7851;Poliedro
42159547;CURSO E COLEGIO INTEGRAL;4208203;653.6106280193236;69.0;228.0;4.0;0.7851;Poliedro
25133012;COLEGIO VILA LTDA;2507507;643.084347826087;69.0;250.0;5.0;0.785;Poliedro
33032882;COL NS DO ROSARIO;3306305;633.3539047619047;35.0;161.0;5.0;0.7849;Poliedro
31004979;COLEGIO ESCOLAPIO SAO MIGUEL;3106200;647.1920754716981;53.0;145.0;4.0;0.7847;Poliedro
31353990;SISTEMA EDUCACIONAL BATISTA CASTRO;3136702;642.9823529411765;17.0;49.0;5.0;0.7847;Poliedro
33439796;ANGLO AMERICANO ESCOLAS INTEGRADAS LTDA;3304201;637.5083333333333;12.0;53.0;5.0;0.7847;Poliedro
33155860;COLEGIO ESPACO LIVRE;3303401;657.0432000000001;25.0;111.0;3.0;0.7846;Poliedro
41358899;ST JAMES C - EI EF M;4113700;637.5017283950617;27.0;197.0;5.0;0.7846;Poliedro
42163021;DUAL INTERNATIONAL SCHOOL;4205407;657.0109090909091;11.0;53.0;3.0;0.7845;Poliedro
35111363;COTET COLEGIO TECNICO DE TAUBATE;3554102;647.7792;25.0;98.0;5.0;0.7843;Poliedro
26122359;COLEGIO AUXILIADORA;2611606;638.5608695652173;23.0;65.0;5.0;0.7837;Poliedro
31014087;COLEGIO SANTA MARIA MINAS UNIDADE CONTAGEM;3118601;646.9952272727273;88.0;349.0;4.0;0.7837;Poliedro
43043674;COLEGIO LA SALLE - CARMO;4305108;638.4648648648649;37.0;323.0;5.0;0.7835;Poliedro
29433380;EPG - ESTABELECIMENTO PARTICULAR DE ENSINO LTDA;2933307;647.905;20.0;99.0;4.0;0.7834;Poliedro
42011612;COLEGIO MARISTA CRICIUMA EI EF EM;4204608;642.5587719298246;76.0;288.0;5.0;0.7834;Poliedro
35141586;UIRAPURU COLEGIO;3552205;666.151875;96.0;407.0;3.0;0.7833;Poliedro
35004269;COLEGIO POLIEDRO;3509502;676.85985428051;183.0;635.0;3.0;0.7831;Poliedro
51088835;FARINA SISTEMA DE ENSINO;5103403;668.8835294117647;51.0;142.0;2.0;0.7831;Poliedro
33027404;ESCOLA CANTO DOS PASSAROS;3300704;647.8538666666667;50.0;158.0;4.0;0.783;Poliedro
43213995;FLEMING SERVICOS EDUCACIONAIS LTDA;4314902;680.9870588235294;85.0;201.0;2.0;0.7829;Poliedro
35010473;MAPLE BEAR JUNDIAI;3525904;665.99;10.0;46.0;3.0;0.7828;Poliedro
35142736;ESCOLA DA VILA VILA DAS JUVENTUDES;3550308;653.1287777777778;60.0;203.0;4.0;0.7827;Poliedro
13313231;ESCOLAS IDAAM;1302603;695.452;25.0;123.0;1.0;0.7823;Poliedro
31384828;COLEGIO OPCAO - UNIDADE II;3170107;665.7046153846154;13.0;82.0;3.0;0.7823;Poliedro
35112318;SAO JOSE EXTERNATO;3504107;642.082;30.0;136.0;5.0;0.7823;Poliedro
35132780;CIDADE DE ARACATUBA COLEGIO;3502804;653.0677419354838;31.0;96.0;4.0;0.7822;Poliedro
31358266;COLEGIO FENIX DE ENSINO FUNDAMENTAL E ENSINO MEDIO;3152501;680.4727272727273;22.0;74.0;2.0;0.7818;Poliedro
35106148;NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO;3550308;653.0043333333333;80.0;333.0;4.0;0.7817;Poliedro
31180602;COLEGIO BATISTA DE VARGINHA;3170701;652.9966037735849;53.0;227.0;4.0;0.7816;Poliedro
35112586;NOSSA SRA AUXILIADORA COLEGIO SALESIANO;3509502;641.9722962962963;45.0;165.0;5.0;0.7816;Poliedro
43105076;COLEGIO SANTA TERESA DE JESUS PORTO ALEGRE;4314902;637.9257894736842;38.0;133.0;5.0;0.7816;Poliedro
26152630;GGE VESTIBULARES;2611606;675.9902040816326;49.0;259.0;3.0;0.7814;Poliedro
35137881;ATIBAIA COLEGIO INTEGRADO DE;3504107;665.2660869565217;23.0;85.0;3.0;0.7814;Poliedro
35802839;ARBOS COLEGIO UNIDADE MARECHAL DEODORO;3548807;675.949918699187;41.0;174.0;3.0;0.7812;Poliedro
33192260;LATTOS COLEGIO E VESTIBULARES;3304557;652.9326126126126;37.0;173.0;4.0;0.7811;Poliedro
31127965;COL JESUS MARIA JOSE;3151800;652.9084848484848;44.0;125.0;4.0;0.7808;Poliedro
35100419;ZETA SISTEMA DE ENSINO DE BIRIGUI;3506508;647.4641379310344;29.0;104.0;4.0;0.7807;Poliedro
50035088;COLEGIO MAESTRIA - ENEM E VESTIBULARES;5002704;674.5422641509433;53.0;211.0;1.0;0.7806;Poliedro
33150931;COLEGIO E CURSO PENSI;3303302;655.3420987654321;162.0;236.0;3.0;0.7803;Poliedro
33183031;ESCOLA SA PEREIRA;3304557;641.0128571428571;14.0;98.0;4.0;0.7803;Poliedro
25093096;COLEGIO PIO XI;2507507;641.7004347826087;69.0;216.0;5.0;0.78;Poliedro
42000670;ASAV - COLEGIO CATARINENSE;4205407;637.6192342342342;148.0;514.0;5.0;0.78;Poliedro
29182654;COLEGIO SS SACRAMENTO;2927408;641.6614999999999;40.0;149.0;5.0;0.7797;Poliedro
33168202;CENTRO EDUCACIONAL PRE UNIVERSITARIO;3300209;652.3455319148936;47.0;105.0;4.0;0.7797;Poliedro
35125436;SAPIENS CURSO E COLEGIO;3548906;664.6179487179487;39.0;127.0;3.0;0.7796;Poliedro
21292990;AUDAZ COLEGIO LTDA;2111300;657.96;16.0;34.0;4.0;0.779;Poliedro
31007498;COLEGIO FRANCISCANO CORACAO DE MARIA;3106200;636.2830769230769;26.0;89.0;5.0;0.7789;Poliedro
33042560;COL NS DO CARMO;3305802;641.4559999999999;10.0;55.0;5.0;0.7789;Poliedro
35431436;LICEU CONTEMPORANEO ENSINO MEDIO;3543402;637.4346153846153;52.0;174.0;5.0;0.7789;Poliedro
15172201;CENTRO EDUCACIONAL ESCREVA COM LTDA;1504208;656.9227272727273;66.0;153.0;3.0;0.7788;Poliedro
33180385;COLEGIO PH;3303302;694.6105797101449;138.0;145.0;0.0;0.7785;Poliedro
31004171;COLEGIO NOSSA SENHORA DAS DORES;3106200;636.1278947368421;38.0;108.0;5.0;0.7784;Poliedro
51016443;COLEGIO AVANCADO DE DESENVOLVIMENTO EDUCACIONAL;5107909;657.8776190476191;42.0;121.0;4.0;0.7784;Poliedro
53020600;COL FLEMING AGUAS CLARAS;5300108;664.633;40.0;94.0;2.0;0.7782;Poliedro
33182108;COLEGIO E CURSO PRW;3303906;691.8580952380953;42.0;148.0;1.0;0.7781;Poliedro
41030095;PREMIER C - EI EF M;4113700;641.3193220338984;59.0;189.0;5.0;0.7781;Poliedro
41063309;COL PONTAGROSSENSE-EDUC INF ENS FUND ENS MED;4119905;652.0256756756756;74.0;262.0;4.0;0.7781;Poliedro
43123988;COLEGIO RIACHUELO;4316907;693.5887096774194;62.0;262.0;2.0;0.7777;Poliedro
35130217;ESCOLA CARANDA VIVA VIDA;3550308;657.6666666666666;27.0;100.0;4.0;0.7776;Poliedro
35463279;VITAL BRAZIL COLEGIO;3550308;721.622794117647;136.0;401.0;1.0;0.7775;Poliedro
31006424;COLEGIO FRANCISCANO SAGRADA FAMILIA;3106200;635.8399999999999;55.0;191.0;5.0;0.7771;Poliedro
42121191;COLEGIO POSITIVO JOINVILLE;4209102;651.8408602150537;155.0;497.0;4.0;0.7771;Poliedro
24089150;OVER COLEGIO E CURSO;2408003;644.5565517241379;29.0;106.0;4.0;0.7769;Poliedro
33120986;COOPERATIVA EDUCACIONAL ESCOLA FRIBOURG;3303401;646.3161904761904;21.0;79.0;4.0;0.7769;Poliedro
35112773;IMACULADA INSTITUTO EDUCACIONAL;3509502;641.1178666666667;50.0;184.0;5.0;0.7767;Poliedro
35004215;COESO EDUC;3549805;663.5529411764705;17.0;72.0;3.0;0.7767;Poliedro
42091560;COLEGIO MARISTA SAO LUIS EI EF EM;4208906;654.5699999999999;62.0;228.0;3.0;0.7767;Poliedro
29171652;COLEGIO SANTO ANTONIO DE JESUS;2928703;635.7114754098361;61.0;267.0;5.0;0.7766;Poliedro
35117614;SAGRADO REDE DE EDUCACAO PBSCJ PROVINCIA BRASILEIRA SAGRADO CORACAO DE JESUS;3529005;651.7304347826087;23.0;99.0;4.0;0.7766;Poliedro
35008727;ESCOLA NOVA LOURENCO CASTANHO;3550308;663.5083333333333;28.0;147.0;3.0;0.7766;Poliedro
33055882;COLEGIO NOSSA SENHORA DA ASSUNCAO;3303302;631.2120930232558;43.0;141.0;5.0;0.7764;Poliedro
43105149;COLEGIO BOM JESUS SEVIGNE;4314902;636.7216666666667;16.0;95.0;5.0;0.7763;Poliedro
31166359;ASSEIJ - COLEGIO NOSSA SENHORA DAS DORES;3170107;636.6985542168675;83.0;301.0;5.0;0.7762;Poliedro
31341550;COLEGUIUM - UNIDADE JARDIM CANADA;3144805;660.7322222222223;18.0;45.0;3.0;0.776;Poliedro
33188823;COLEGIO ESPACO VERDE;3306305;636.6242105263158;19.0;73.0;5.0;0.776;Poliedro
43216684;COLEGIO JOAO PAULO;4314902;662.9746666666666;15.0;55.0;3.0;0.7758;Poliedro
33105405;COLEGIO PH;3304557;654.0248226950355;141.0;394.0;3.0;0.7757;Poliedro
33110328;COLEGIO PH;3304557;660.6926174496645;149.0;409.0;3.0;0.7757;Poliedro
33140502;COLEGIO ATUACAO BILINGUE;3303302;662.6845454545454;22.0;94.0;3.0;0.7755;Poliedro
17057574;COLEGIO COC INTEGRAL;1721000;670.8816666666667;12.0;14.0;1.0;0.7752;Poliedro
50034197;COLEGIO MASTER LTDA;5002704;662.5661818181818;55.0;217.0;3.0;0.7752;Poliedro
42000238;COLEGIO BOM JESUS CORACAO DE JESUS;4205407;640.6637837837839;37.0;135.0;5.0;0.7749;Poliedro
35126718;ESCOLA NOVA LOURENCO UNIDADE IV;3550308;671.5768484848485;55.0;320.0;3.0;0.7748;Poliedro
33032858;COLEGIO ARCOVERDE - UNIDADE MACEDO SOARES;3306305;635.27125;32.0;121.0;5.0;0.7747;Poliedro
35450339;SANTA ROSALIA COLEGIO;3552205;662.4371428571428;70.0;240.0;3.0;0.7747;Poliedro
26184834;COLEGIO MOTIVO CARUARU;2604106;645.5318918918919;37.0;131.0;4.0;0.7745;Poliedro
31322873;COLEGUIUM - UNIDADE SANTA AMELIA;3106200;653.6358974358974;39.0;159.0;3.0;0.7744;Poliedro
35144216;PARTHENON COLEGIO;3518800;640.626052631579;38.0;163.0;5.0;0.7743;Poliedro
42160650;CURSO E COLEGIO CRIATIVO;4205407;662.3547540983607;61.0;246.0;3.0;0.7742;Poliedro
26181231;COLEGIO FAZER CRESCER - ENSINO MEDIO;2611606;683.078947368421;38.0;111.0;1.0;0.7739;Poliedro
33089825;COLEGIO SANTA MONICA - SAO GONCALO;3304904;653.5526530612245;49.0;180.0;3.0;0.7738;Poliedro
42020565;COLEGIO DOS SANTOS ANJOS;4209102;644.6720187793427;71.0;284.0;5.0;0.7737;Poliedro
51014459;CENTRO EDUCACIONAL VINICIUS DE MORAES;5107925;655.0742105263158;38.0;158.0;3.0;0.7734;Poliedro
53005899;INSTITUTO EDUCACIONAL SANTO ELIAS;5300108;650.8136296296296;45.0;139.0;4.0;0.7734;Poliedro
35125982;COLEGIO PORTO ALVORADA ENSINO FUNDAMENTAL E MEDIO;3525300;640.4224390243902;41.0;102.0;5.0;0.7732;Poliedro
42160081;GAIA CURSO E COLEGIO;4205407;661.7257738095238;112.0;484.0;3.0;0.7729;Poliedro
31217123;COLEGUIUM - UNIDADE OURO PRETO;3106200;653.3066666666667;72.0;266.0;3.0;0.7728;Poliedro
43008895;ESCOLA DE ENSINO MEDIO IMPULSO AO SABER;4302105;644.7321568627451;17.0;36.0;4.0;0.7726;Poliedro
29093627;COLEGIO PADRE OVIDIO;2910800;640.3118518518519;45.0;166.0;5.0;0.7722;Poliedro
33111901;COL BAHIENSE VAZ LOBO;3304557;655.3442857142857;14.0;55.0;4.0;0.7719;Poliedro
53001346;COLEGIO MARISTA DE BRASILIA ENSINO FUNDAMENTAL E ENSINO MEDIO;5300108;650.5344278606965;201.0;669.0;4.0;0.7719;Poliedro
33008221;CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;3301009;630.000248447205;161.0;634.0;5.0;0.7718;Poliedro
25164805;FERA COLEGIO E CURSO;2510808;635.781090909091;55.0;233.0;5.0;0.7716;Poliedro
35153631;INSTITUTO DE ENSINO NOVO DINAMICO;3550308;650.48;25.0;102.0;4.0;0.7715;Poliedro
32018134;ESCOLA ALTERNATIVA LAGO DOS CISNES;3204906;635.7764705882353;51.0;175.0;5.0;0.7714;Poliedro
51067471;PPE - PRINA PITT ESCOLA;5107909;680.8612698412699;63.0;189.0;1.0;0.7712;Poliedro
35136050;LEONARDO DA VINCI COLEGIO DE ENSINO FUNDAMENTAL E MEDIO;3525904;707.6338138138138;111.0;314.0;1.0;0.7711;Poliedro
43119948;COLEGIO MARISTA SAO LUIS;4316808;635.6939130434783;23.0;143.0;5.0;0.7711;Poliedro
42108764;COLEGIO DOM JAIME CAMARA;4216602;649.9607547169811;53.0;175.0;4.0;0.7706;Poliedro
31379719;COLEGIO RUTHERFORD;3167202;673.2072727272727;44.0;111.0;2.0;0.7705;Poliedro
31006491;ESCOLA BALAO VERMELHO;3106200;652.9204166666667;48.0;134.0;3.0;0.7701;Poliedro
42160073;COLEGIO FORMULA;4211900;660.5664285714286;28.0;90.0;3.0;0.7697;Poliedro
33071721;COLEGIO QI METROPOLITANO;3304557;638.8952688172043;62.0;190.0;4.0;0.7695;Poliedro
